0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-100
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-100,-40.0
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
-40.0,-100
